Paper Title,Temperature,Temperature Unit,Pressure,Pressure Unit,CaCl2 Concentration,NaCl Concentration,KCl Concentration,MgCl2 Concentration,Concentration Unit,CO2 Solubility,Solubility Unit
Jacob - 2016,297,kelvin,2.76,MPa,28.26,61.21,2.64,4.37,g/kg,0.65,mol/kg
Jacob - 2016,297,kelvin,2.76,MPa,28.26,61.21,2.64,4.37,g/kg,0.66,mol/kg
Jacob - 2016,297,kelvin,2.07,MPa,28.26,61.21,2.64,4.37,g/kg,0.53,mol/kg
Jacob - 2016,297,kelvin,2.05,MPa,28.26,61.21,2.64,4.37,g/kg,0.53,mol/kg
Jacob - 2016,297,kelvin,1.41,MPa,28.26,61.21,2.64,4.37,g/kg,0.47,mol/kg
Jacob - 2016,297,kelvin,1.38,MPa,28.26,61.21,2.64,4.37,g/kg,0.41,mol/kg
Jacob - 2016,297,kelvin,0.69,MPa,28.26,61.21,2.64,4.37,g/kg,0.3,mol/kg
Jacob - 2016,297,kelvin,0.69,MPa,28.26,61.21,2.64,4.37,g/kg,0.29,mol/kg
Jacob - 2016,297,kelvin,14.12,MPa,37.68,81.62,3.52,5.84,g/kg,0.9,mol/kg
Jacob - 2016,297,kelvin,13.09,MPa,37.68,81.62,3.52,5.84,g/kg,0.92,mol/kg
Jacob - 2016,297,kelvin,12.82,MPa,37.68,81.62,3.52,5.84,g/kg,0.9,mol/kg
Jacob - 2016,297,kelvin,11.2,MPa,37.68,81.62,3.52,5.84,g/kg,0.91,mol/kg
Jacob - 2016,297,kelvin,9.99,MPa,37.68,81.62,3.52,5.84,g/kg,0.91,mol/kg
Jacob - 2016,297,kelvin,9.3,MPa,37.68,81.62,3.52,5.84,g/kg,0.87,mol/kg
Jacob - 2016,297,kelvin,8.1,MPa,37.68,81.62,3.52,5.84,g/kg,1.02,mol/kg
Jacob - 2016,297,kelvin,8.1,MPa,37.68,81.62,3.52,5.84,g/kg,0.89,mol/kg
Jacob - 2016,297,kelvin,8.03,MPa,37.68,81.62,3.52,5.84,g/kg,0.91,mol/kg
Jacob - 2016,297,kelvin,7.58,MPa,37.68,81.62,3.52,5.84,g/kg,0.94,mol/kg
Jacob - 2016,297,kelvin,7.1,MPa,37.68,81.62,3.52,5.84,g/kg,0.91,mol/kg
Jacob - 2016,297,kelvin,6.89,MPa,37.68,81.62,3.52,5.84,g/kg,0.93,mol/kg
Jacob - 2016,297,kelvin,6.75,MPa,37.68,81.62,3.52,5.84,g/kg,0.88,mol/kg
Jacob - 2016,297,kelvin,6.72,MPa,37.68,81.62,3.52,5.84,g/kg,0.93,mol/kg
Jacob - 2016,297,kelvin,6.51,MPa,37.68,81.62,3.52,5.84,g/kg,0.92,mol/kg
Jacob - 2016,297,kelvin,6.41,MPa,37.68,81.62,3.52,5.84,g/kg,0.89,mol/kg
Jacob - 2016,297,kelvin,6.37,MPa,37.68,81.62,3.52,5.84,g/kg,0.9,mol/kg
Jacob - 2016,297,kelvin,6.2,MPa,37.68,81.62,3.52,5.84,g/kg,0.91,mol/kg
Jacob - 2016,297,kelvin,6.17,MPa,37.68,81.62,3.52,5.84,g/kg,0.91,mol/kg
Jacob - 2016,297,kelvin,5.86,MPa,37.68,81.62,3.52,5.84,g/kg,0.88,mol/kg
Jacob - 2016,297,kelvin,5.37,MPa,37.68,81.62,3.52,5.84,g/kg,0.88,mol/kg
Jacob - 2016,297,kelvin,5.37,MPa,37.68,81.62,3.52,5.84,g/kg,0.87,mol/kg
Jacob - 2016,297,kelvin,4.86,MPa,37.68,81.62,3.52,5.84,g/kg,0.83,mol/kg
Jacob - 2016,297,kelvin,4.82,MPa,37.68,81.62,3.52,5.84,g/kg,0.8,mol/kg
Jacob - 2016,297,kelvin,4.82,MPa,37.68,81.62,3.52,5.84,g/kg,0.83,mol/kg
Jacob - 2016,297,kelvin,4.27,MPa,37.68,81.62,3.52,5.84,g/kg,0.44,mol/kg
Jacob - 2016,297,kelvin,4.13,MPa,37.68,81.62,3.52,5.84,g/kg,0.78,mol/kg
Jacob - 2016,297,kelvin,4.13,MPa,37.68,81.62,3.52,5.84,g/kg,0.77,mol/kg
Jacob - 2016,297,kelvin,4.1,MPa,37.68,81.62,3.52,5.84,g/kg,0.74,mol/kg
Jacob - 2016,297,kelvin,4.03,MPa,37.68,81.62,3.52,5.84,g/kg,0.79,mol/kg
Jacob - 2016,297,kelvin,3.79,MPa,37.68,81.62,3.52,5.84,g/kg,0.59,mol/kg
Jacob - 2016,297,kelvin,3.62,MPa,37.68,81.62,3.52,5.84,g/kg,0.7,mol/kg
Jacob - 2016,297,kelvin,3.51,MPa,37.68,81.62,3.52,5.84,g/kg,0.64,mol/kg
Jacob - 2016,297,kelvin,3.45,MPa,37.68,81.62,3.52,5.84,g/kg,0.64,mol/kg
Jacob - 2016,297,kelvin,3.45,MPa,37.68,81.62,3.52,5.84,g/kg,0.73,mol/kg
Jacob - 2016,297,kelvin,3.45,MPa,37.68,81.62,3.52,5.84,g/kg,0.75,mol/kg
Jacob - 2016,297,kelvin,3.41,MPa,37.68,81.62,3.52,5.84,g/kg,0.7,mol/kg
Jacob - 2016,297,kelvin,2.86,MPa,37.68,81.62,3.52,5.84,g/kg,0.59,mol/kg
Jacob - 2016,297,kelvin,2.82,MPa,37.68,81.62,3.52,5.84,g/kg,0.6,mol/kg
Jacob - 2016,297,kelvin,2.76,MPa,37.68,81.62,3.52,5.84,g/kg,0.56,mol/kg
Jacob - 2016,297,kelvin,2.76,MPa,37.68,81.62,3.52,5.84,g/kg,0.64,mol/kg
Jacob - 2016,297,kelvin,2.41,MPa,37.68,81.62,3.52,5.84,g/kg,0.54,mol/kg
Jacob - 2016,297,kelvin,2.07,MPa,37.68,81.62,3.52,5.84,g/kg,0.5,mol/kg
Jacob - 2016,297,kelvin,1.72,MPa,37.68,81.62,3.52,5.84,g/kg,0.45,mol/kg
Jacob - 2016,297,kelvin,1.55,MPa,37.68,81.62,3.52,5.84,g/kg,0.4,mol/kg
Jacob - 2016,297,kelvin,1.52,MPa,37.68,81.62,3.52,5.84,g/kg,0.37,mol/kg
Jacob - 2016,297,kelvin,1,MPa,37.68,81.62,3.52,5.84,g/kg,0.29,mol/kg
Jacob - 2016,297,kelvin,0.52,MPa,37.68,81.62,3.52,5.84,g/kg,0.22,mol/kg
Gilbert - 2016,60.5,celsius,2.02,MPa,0.1,0,0,0,mol/kg,0.29,mol/kg
Gilbert - 2016,62,celsius,4.47,MPa,0.1,0,0,0,mol/kg,0.65,mol/kg
Gilbert - 2016,70,celsius,2.92,MPa,1,0,0,0,mol/kg,0.38,mol/kg
Gilbert - 2016,56.2,celsius,7.25,MPa,1,0,0,0,mol/kg,0.81,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0.333,0,0,0,mol/kg,1.094,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.965,mol/kg
Zhao - 2015,323,kelvin,15,MPa,1,0,0,0,mol/kg,0.853,mol/kg
Zhao - 2015,323,kelvin,15,MPa,1.333,0,0,0,mol/kg,0.746,mol/kg
Zhao - 2015,323,kelvin,15,MPa,1.667,0,0,0,mol/kg,0.663,mol/kg
Zhao - 2015,323,kelvin,15,MPa,2,0,0,0,mol/kg,0.618,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0.333,0,0,0,mol/kg,0.898,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.777,mol/kg
Zhao - 2015,373,kelvin,15,MPa,1,0,0,0,mol/kg,0.683,mol/kg
Zhao - 2015,373,kelvin,15,MPa,1.333,0,0,0,mol/kg,0.614,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.544,mol/kg
Zhao - 2015,373,kelvin,15,MPa,2,0,0,0,mol/kg,0.491,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0.333,0,0,0,mol/kg,0.866,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0.667,0,0,0,mol/kg,0.723,mol/kg
Zhao - 2015,423,kelvin,15,MPa,1,0,0,0,mol/kg,0.632,mol/kg
Zhao - 2015,423,kelvin,15,MPa,1.333,0,0,0,mol/kg,0.55,mol/kg
Zhao - 2015,423,kelvin,15,MPa,1.667,0,0,0,mol/kg,0.49,mol/kg
Zhao - 2015,423,kelvin,15,MPa,2,0,0,0,mol/kg,0.442,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0,0,0,0.5,mol/kg,1.174,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0,0,0,1,mol/kg,1.112,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0,0,0,2,mol/kg,1.005,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0,0,0,3,mol/kg,0.929,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0,0,0,4,mol/kg,0.88,mol/kg
Zhao - 2015,323,kelvin,15,MPa,0,0,0,4.5,mol/kg,0.855,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0,0,0,0.5,mol/kg,0.941,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0,0,0,1,mol/kg,0.895,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0,0,0,2,mol/kg,0.805,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0,0,0,3,mol/kg,0.74,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0,0,0,4,mol/kg,0.683,mol/kg
Zhao - 2015,373,kelvin,15,MPa,0,0,0,4.5,mol/kg,0.657,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0,0,0,0.5,mol/kg,0.881,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0,0,0,1,mol/kg,0.816,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0,0,0,2,mol/kg,0.724,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0,0,0,3,mol/kg,0.651,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0,0,0,4,mol/kg,0.593,mol/kg
Zhao - 2015,423,kelvin,15,MPa,0,0,0,4.5,mol/kg,0.565,mol/kg
Hamidi - 2015,35,celsius,0,MPa,1.67,1.67,1.67,0,wt%,0,wt%
Hamidi - 2015,35,celsius,2.0541,MPa,1.67,1.67,1.67,0,wt%,1.9033,wt%
Hamidi - 2015,35,celsius,3.7602,MPa,1.67,1.67,1.67,0,wt%,2.8822,wt%
Hamidi - 2015,35,celsius,6.0485,MPa,1.67,1.67,1.67,0,wt%,3.9335,wt%
Hamidi - 2015,35,celsius,8.0331,MPa,1.67,1.67,1.67,0,wt%,4.4592,wt%
Hamidi - 2015,35,celsius,10.06,MPa,1.67,1.67,1.67,0,wt%,4.6042,wt%
Hamidi - 2015,35,celsius,12.064,MPa,1.67,1.67,1.67,0,wt%,4.6949,wt%
Hamidi - 2015,35,celsius,14.133,MPa,1.67,1.67,1.67,0,wt%,4.7674,wt%
Hamidi - 2015,35,celsius,15.836,MPa,1.67,1.67,1.67,0,wt%,4.7855,wt%
Hamidi - 2015,35,celsius,0,MPa,3.33,3.33,3.33,0,wt%,0,wt%
Hamidi - 2015,35,celsius,2.3767,MPa,3.33,3.33,3.33,0,wt%,1.7039,wt%
Hamidi - 2015,35,celsius,4.3413,MPa,3.33,3.33,3.33,0,wt%,2.6465,wt%
Hamidi - 2015,35,celsius,6.348,MPa,3.33,3.33,3.33,0,wt%,3.3172,wt%
Hamidi - 2015,35,celsius,8.3535,MPa,3.33,3.33,3.33,0,wt%,3.6435,wt%
Hamidi - 2015,35,celsius,10.143,MPa,3.33,3.33,3.33,0,wt%,3.861,wt%
Hamidi - 2015,35,celsius,11.35,MPa,3.33,3.33,3.33,0,wt%,3.8792,wt%
Hamidi - 2015,35,celsius,13.312,MPa,3.33,3.33,3.33,0,wt%,3.9698,wt%
Hamidi - 2015,35,celsius,15.682,MPa,3.33,3.33,3.33,0,wt%,3.9765,wt%
Hamidi - 2015,35,celsius,0,MPa,4.77,4.77,4.77,0,wt%,0,wt%
Hamidi - 2015,35,celsius,2.1166,MPa,4.77,4.77,4.77,0,wt%,1.287,wt%
Hamidi - 2015,35,celsius,4.0377,MPa,4.77,4.77,4.77,0,wt%,2.139,wt%
Hamidi - 2015,35,celsius,6.0442,MPa,4.77,4.77,4.77,0,wt%,2.7553,wt%
Hamidi - 2015,35,celsius,7.0149,MPa,4.77,4.77,4.77,0,wt%,2.9909,wt%
Hamidi - 2015,35,celsius,9.063,MPa,4.77,4.77,4.77,0,wt%,3.1722,wt%
Hamidi - 2015,35,celsius,11.067,MPa,4.77,4.77,4.77,0,wt%,3.22266,wt%
Hamidi - 2015,35,celsius,13.568,MPa,4.77,4.77,4.77,0,wt%,3.281,wt%
Hamidi - 2015,35,celsius,15.551,MPa,4.77,4.77,4.77,0,wt%,3.3535,wt%
Hamidi - 2015,45,celsius,0,MPa,1.67,1.67,1.67,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.0316,MPa,1.67,1.67,1.67,0,wt%,1.6034,wt%
Hamidi - 2015,45,celsius,4.0632,MPa,1.67,1.67,1.67,0,wt%,2.6392,wt%
Hamidi - 2015,45,celsius,6.1174,MPa,1.67,1.67,1.67,0,wt%,3.4724,wt%
Hamidi - 2015,45,celsius,8.1038,MPa,1.67,1.67,1.67,0,wt%,4.0014,wt%
Hamidi - 2015,45,celsius,10.068,MPa,1.67,1.67,1.67,0,wt%,4.3075,wt%
Hamidi - 2015,45,celsius,12.122,MPa,1.67,1.67,1.67,0,wt%,4.4312,wt%
Hamidi - 2015,45,celsius,14.131,MPa,1.67,1.67,1.67,0,wt%,4.5143,wt%
Hamidi - 2015,45,celsius,15.801,MPa,1.67,1.67,1.67,0,wt%,4.5565,wt%
Hamidi - 2015,45,celsius,0,MPa,3.33,3.33,3.33,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.5959,MPa,3.33,3.33,3.33,0,wt%,1.5934,wt%
Hamidi - 2015,45,celsius,4.605,MPa,3.33,3.33,3.33,0,wt%,2.356,wt%
Hamidi - 2015,45,celsius,6.5463,MPa,3.33,3.33,3.33,0,wt%,2.9863,wt%
Hamidi - 2015,45,celsius,8.5779,MPa,3.33,3.33,3.33,0,wt%,3.3735,wt%
Hamidi - 2015,45,celsius,10.248,MPa,3.33,3.33,3.33,0,wt%,3.5171,wt%
Hamidi - 2015,45,celsius,11.516,MPa,3.33,3.33,3.33,0,wt%,3.6605,wt%
Hamidi - 2015,45,celsius,13.612,MPa,3.33,3.33,3.33,0,wt%,3.6827,wt%
Hamidi - 2015,45,celsius,15.553,MPa,3.33,3.33,3.33,0,wt%,3.7455,wt%
Hamidi - 2015,45,celsius,0,MPa,4.77,4.77,4.77,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.0993,MPa,4.77,4.77,4.77,0,wt%,1.0359,wt%
Hamidi - 2015,45,celsius,4.0858,MPa,4.77,4.77,4.77,0,wt%,1.8082,wt%
Hamidi - 2015,45,celsius,6.0722,MPa,4.77,4.77,4.77,0,wt%,2.3372,wt%
Hamidi - 2015,45,celsius,8.0813,MPa,4.77,4.77,4.77,0,wt%,2.6433,wt%
Hamidi - 2015,45,celsius,10.068,MPa,4.77,4.77,4.77,0,wt%,2.9899,wt%
Hamidi - 2015,45,celsius,13.025,MPa,4.77,4.77,4.77,0,wt%,3.074,wt%
Hamidi - 2015,45,celsius,14.063,MPa,4.77,4.77,4.77,0,wt%,3.1561,wt%
Hamidi - 2015,45,celsius,15.44,MPa,4.77,4.77,4.77,0,wt%,3.2386,wt%
Hamidi - 2015,55,celsius,0,MPa,1.67,1.67,1.67,0,wt%,0,wt%
Hamidi - 2015,55,celsius,2.1089,MPa,1.67,1.67,1.67,0,wt%,1.2807,wt%
Hamidi - 2015,55,celsius,4.1037,MPa,1.67,1.67,1.67,0,wt%,2.2982,wt%
Hamidi - 2015,55,celsius,6.0749,MPa,1.67,1.67,1.67,0,wt%,3.0526,wt%
Hamidi - 2015,55,celsius,8.045,MPa,1.67,1.67,1.67,0,wt%,3.5439,wt%
Hamidi - 2015,55,celsius,10.105,MPa,1.67,1.67,1.67,0,wt%,3.9123,wt%
Hamidi - 2015,55,celsius,12.075,MPa,1.67,1.67,1.67,0,wt%,4.1754,wt%
Hamidi - 2015,55,celsius,14.134,MPa,1.67,1.67,1.67,0,wt%,4.2281,wt%
Hamidi - 2015,55,celsius,15.785,MPa,1.67,1.67,1.67,0,wt%,4.2982,wt%
Hamidi - 2015,55,celsius,0,MPa,3.33,3.33,3.33,0,wt%,0,wt%
Hamidi - 2015,55,celsius,2.4028,MPa,3.33,3.33,3.33,0,wt%,1.2281,wt%
Hamidi - 2015,55,celsius,4.3514,MPa,3.33,3.33,3.33,0,wt%,2,wt%
Hamidi - 2015,55,celsius,6.3898,MPa,3.33,3.33,3.33,0,wt%,2.5789,wt%
Hamidi - 2015,55,celsius,8.3598,MPa,3.33,3.33,3.33,0,wt%,3.0175,wt%
Hamidi - 2015,55,celsius,10.397,MPa,3.33,3.33,3.33,0,wt%,3.2632,wt%
Hamidi - 2015,55,celsius,11.891,MPa,3.33,3.33,3.33,0,wt%,3.3684,wt%
Hamidi - 2015,55,celsius,13.611,MPa,3.33,3.33,3.33,0,wt%,3.5088,wt%
Hamidi - 2015,55,celsius,15.624,MPa,3.33,3.33,3.33,0,wt%,3.6188,wt%
Hamidi - 2015,55,celsius,0,MPa,4.77,4.77,4.77,0,wt%,0,wt%
Hamidi - 2015,55,celsius,2.0624,MPa,4.77,4.77,4.77,0,wt%,0.94737,wt%
Hamidi - 2015,55,celsius,3.58,MPa,4.77,4.77,4.77,0,wt%,1.4211,wt%
Hamidi - 2015,55,celsius,5.6183,MPa,4.77,4.77,4.77,0,wt%,1.9825,wt%
Hamidi - 2015,55,celsius,7.2937,MPa,4.77,4.77,4.77,0,wt%,2.2807,wt%
Hamidi - 2015,55,celsius,9.5803,MPa,4.77,4.77,4.77,0,wt%,2.7018,wt%
Hamidi - 2015,55,celsius,11.572,MPa,4.77,4.77,4.77,0,wt%,2.8596,wt%
Hamidi - 2015,55,celsius,13.676,MPa,4.77,4.77,4.77,0,wt%,2.9649,wt%
Hamidi - 2015,55,celsius,15.6,MPa,4.77,4.77,4.77,0,wt%,3,wt%
Hamidi - 2015,45,celsius,0,MPa,5,0,5,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.0883,MPa,5,0,5,0,wt%,1.3971,wt%
Hamidi - 2015,45,celsius,4.0397,MPa,5,0,5,0,wt%,2.3225,wt%
Hamidi - 2015,45,celsius,6.0571,MPa,5,0,5,0,wt%,3.0286,wt%
Hamidi - 2015,45,celsius,8.0726,MPa,5,0,5,0,wt%,3.3977,wt%
Hamidi - 2015,45,celsius,10.054,MPa,5,0,5,0,wt%,3.6826,wt%
Hamidi - 2015,45,celsius,12.102,MPa,5,0,5,0,wt%,3.782,wt%
Hamidi - 2015,45,celsius,14.149,MPa,5,0,5,0,wt%,3.8645,wt%
Hamidi - 2015,45,celsius,15.961,MPa,5,0,5,0,wt%,3.9304,wt%
Hamidi - 2015,45,celsius,0,MPa,3.33,3.33,3.33,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.5924,MPa,3.33,3.33,3.33,0,wt%,1.5316,wt%
Hamidi - 2015,45,celsius,4.5095,MPa,3.33,3.33,3.33,0,wt%,2.3221,wt%
Hamidi - 2015,45,celsius,6.5938,MPa,3.33,3.33,3.33,0,wt%,2.9945,wt%
Hamidi - 2015,45,celsius,8.6096,MPa,3.33,3.33,3.33,0,wt%,3.4141,wt%
Hamidi - 2015,45,celsius,10.221,MPa,3.33,3.33,3.33,0,wt%,3.5307,wt%
Hamidi - 2015,45,celsius,11.765,MPa,3.33,3.33,3.33,0,wt%,3.6474,wt%
Hamidi - 2015,45,celsius,13.645,MPa,3.33,3.33,3.33,0,wt%,3.6627,wt%
Hamidi - 2015,45,celsius,15.558,MPa,3.33,3.33,3.33,0,wt%,3.7285,wt%
Hamidi - 2015,45,celsius,0,MPa,5,5,0,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.5581,MPa,5,5,0,0,wt%,1.4136,wt%
Hamidi - 2015,45,celsius,4.6097,MPa,5,5,0,0,wt%,2.2377,wt%
Hamidi - 2015,45,celsius,6.6266,MPa,5,5,0,0,wt%,2.8596,wt%
Hamidi - 2015,45,celsius,8.6084,MPa,5,5,0,0,wt%,3.195,wt%
Hamidi - 2015,45,celsius,10.69,MPa,5,5,0,0,wt%,3.3955,wt%
Hamidi - 2015,45,celsius,12.502,MPa,5,5,0,0,wt%,3.4414,wt%
Hamidi - 2015,45,celsius,14.415,MPa,5,5,0,0,wt%,3.4598,wt%
Hamidi - 2015,45,celsius,15.993,MPa,5,5,0,0,wt%,3.5427,wt%
Hamidi - 2015,45,celsius,0,MPa,10,0,0,0,wt%,0,wt%
Hamidi - 2015,45,celsius,2.1244,MPa,10,0,0,0,wt%,1.1287,wt%
Hamidi - 2015,45,celsius,4.1116,MPa,10,0,0,0,wt%,2.0166,wt%
Hamidi - 2015,45,celsius,6.0967,MPa,10,0,0,0,wt%,2.5616,wt%
Hamidi - 2015,45,celsius,8.1476,MPa,10,0,0,0,wt%,3.02,wt%
Hamidi - 2015,45,celsius,10.129,MPa,10,0,0,0,wt%,3.3627,wt%
Hamidi - 2015,45,celsius,12.11,MPa,10,0,0,0,wt%,3.4314,wt%
Hamidi - 2015,45,celsius,14.09,MPa,10,0,0,0,wt%,3.4418,wt%
Hamidi - 2015,45,celsius,15.869,MPa,10,0,0,0,wt%,3.5211,wt%
Bastami - 2014,328.15,kelvin,68.9,bar,1.9,0,0,0,mol/l,0.007,molefraction
Bastami - 2014,328.15,kelvin,137.9,bar,1.9,0,0,0,mol/l,0.0095,molefraction
Bastami - 2014,328.15,kelvin,206.8,bar,1.9,0,0,0,mol/l,0.0103,molefraction
Bastami - 2014,348.15,kelvin,68.9,bar,1.9,0,0,0,mol/l,0.0063,molefraction
Bastami - 2014,348.15,kelvin,137.9,bar,1.9,0,0,0,mol/l,0.0089,molefraction
Bastami - 2014,348.15,kelvin,206.8,bar,1.9,0,0,0,mol/l,0.0099,molefraction
Bastami - 2014,351.65,kelvin,137.9,bar,1.9,0,0,0,mol/l,0.0088,molefraction
Bastami - 2014,368.15,kelvin,137.9,bar,1.9,0,0,0,mol/l,0.0083,molefraction
Bastami - 2014,368.15,kelvin,206.8,bar,1.9,0,0,0,mol/l,0.0096,molefraction
Bastami - 2014,375.15,kelvin,68.9,bar,1.9,0,0,0,mol/l,0.0058,molefraction
Bastami - 2014,375.15,kelvin,206.8,bar,1.9,0,0,0,mol/l,0.0096,molefraction
Bastami - 2014,328.15,kelvin,68.9,bar,4.8,0,0,0,mol/l,0.0032,molefraction
Bastami - 2014,328.15,kelvin,137.9,bar,4.8,0,0,0,mol/l,0.0049,molefraction
Bastami - 2014,328.15,kelvin,206.8,bar,4.8,0,0,0,mol/l,0.005,molefraction
Bastami - 2014,348.15,kelvin,137.9,bar,4.8,0,0,0,mol/l,0.0041,molefraction
Bastami - 2014,348.15,kelvin,206.8,bar,4.8,0,0,0,mol/l,0.0046,molefraction
Bastami - 2014,351.65,kelvin,68.9,bar,4.8,0,0,0,mol/l,0.003,molefraction
Bastami - 2014,351.65,kelvin,206.8,bar,4.8,0,0,0,mol/l,0.0045,molefraction
Bastami - 2014,368.15,kelvin,68.9,bar,4.8,0,0,0,mol/l,0.0026,molefraction
Bastami - 2014,368.15,kelvin,137.9,bar,4.8,0,0,0,mol/l,0.0039,molefraction
Bastami - 2014,368.15,kelvin,206.8,bar,4.8,0,0,0,mol/l,0.0045,molefraction
Bastami - 2014,375.15,kelvin,137.9,bar,4.8,0,0,0,mol/l,0.0038,molefraction
Tong - 2013,309.67,kelvin,1.53,MPa,1,0,0,0,mol/kg,0.0045,molefraction
Tong - 2013,309.28,kelvin,4.01,MPa,1,0,0,0,mol/kg,0.0104,molefraction
Tong - 2013,309.28,kelvin,7.67,MPa,1,0,0,0,mol/kg,0.0161,molefraction
Tong - 2013,344.67,kelvin,2.58,MPa,1,0,0,0,mol/kg,0.004,molefraction
Tong - 2013,344.35,kelvin,7.3,MPa,1,0,0,0,mol/kg,0.0098,molefraction
Tong - 2013,344.95,kelvin,31.02,MPa,1,0,0,0,mol/kg,0.0151,molefraction
Tong - 2013,374.7,kelvin,3.13,MPa,1,0,0,0,mol/kg,0.0038,molefraction
Tong - 2013,374.7,kelvin,10.02,MPa,1,0,0,0,mol/kg,0.0093,molefraction
Tong - 2013,374.88,kelvin,37.38,MPa,1,0,0,0,mol/kg,0.0161,molefraction
Tong - 2013,424.13,kelvin,4.39,MPa,1,0,0,0,mol/kg,0.0039,molefraction
Tong - 2013,424.1,kelvin,12.77,MPa,1,0,0,0,mol/kg,0.01,molefraction
Tong - 2013,424.43,kelvin,26.82,MPa,1,0,0,0,mol/kg,0.0158,molefraction
Tong - 2013,309.61,kelvin,2.73,MPa,3,0,0,0,mol/kg,0.0036,molefraction
Tong - 2013,309.63,kelvin,6.59,MPa,3,0,0,0,mol/kg,0.0078,molefraction
Tong - 2013,309.59,kelvin,26,MPa,3,0,0,0,mol/kg,0.0081,molefraction
Tong - 2013,344.8,kelvin,3.93,MPa,3,0,0,0,mol/kg,0.0032,molefraction
Tong - 2013,344.95,kelvin,13.91,MPa,3,0,0,0,mol/kg,0.0068,molefraction
Tong - 2013,345.08,kelvin,34.43,MPa,3,0,0,0,mol/kg,0.0078,molefraction
Tong - 2013,374.65,kelvin,5.99,MPa,3,0,0,0,mol/kg,0.0036,molefraction
Tong - 2013,374.8,kelvin,15.72,MPa,3,0,0,0,mol/kg,0.0064,molefraction
Tong - 2013,374.8,kelvin,33.45,MPa,3,0,0,0,mol/kg,0.0077,molefraction
Tong - 2013,424.4,kelvin,8.29,MPa,3,0,0,0,mol/kg,0.0038,molefraction
Tong - 2013,424.39,kelvin,27.11,MPa,3,0,0,0,mol/kg,0.0081,molefraction
Tong - 2013,424.38,kelvin,37.99,MPa,3,0,0,0,mol/kg,0.009,molefraction
Tong - 2013,309.7,kelvin,4.54,MPa,5,0,0,0,mol/kg,0.0031,molefraction
Tong - 2013,309.74,kelvin,23,MPa,5,0,0,0,mol/kg,0.0046,molefraction
Tong - 2013,308,kelvin,24.25,MPa,5,0,0,0,mol/kg,0.0049,molefraction
Tong - 2013,344.72,kelvin,6.12,MPa,5,0,0,0,mol/kg,0.0027,molefraction
Tong - 2013,344.7,kelvin,14.54,MPa,5,0,0,0,mol/kg,0.0036,molefraction
Tong - 2013,344.96,kelvin,34.52,MPa,5,0,0,0,mol/kg,0.0051,molefraction
Tong - 2013,374.72,kelvin,7.61,MPa,5,0,0,0,mol/kg,0.0027,molefraction
Tong - 2013,374.72,kelvin,16.91,MPa,5,0,0,0,mol/kg,0.004,molefraction
Tong - 2013,374.72,kelvin,34.25,MPa,5,0,0,0,mol/kg,0.0048,molefraction
Tong - 2013,424.43,kelvin,4.64,MPa,5,0,0,0,mol/kg,0.0014,molefraction
Tong - 2013,424.42,kelvin,10.53,MPa,5,0,0,0,mol/kg,0.0024,molefraction
Tong - 2013,424.64,kelvin,29.41,MPa,5,0,0,0,mol/kg,0.0048,molefraction
Tong - 2013,309.58,kelvin,1.25,MPa,0,0,0,1,mol/kg,0.0038,molefraction
Tong - 2013,309.58,kelvin,4.24,MPa,0,0,0,1,mol/kg,0.0108,molefraction
Tong - 2013,309.81,kelvin,7.74,MPa,0,0,0,1,mol/kg,0.0175,molefraction
Tong - 2013,343.9,kelvin,2.04,MPa,0,0,0,1,mol/kg,0.0034,molefraction
Tong - 2013,344.2,kelvin,7.62,MPa,0,0,0,1,mol/kg,0.001,molefraction
Tong - 2013,344.93,kelvin,30.58,MPa,0,0,0,1,mol/kg,0.0153,molefraction
