Temperature(Kelvin),Pressure (Mpa),CaCl2 Concentration (ppm),NaCl Concentration (ppm),KCl Concentration (ppm),MgCl2 Concentration (ppm),CO2 Solubility (mol/kg)
0.933796756,0.170735467,0.166666667,0,0,0,0.32254902
0.933796756,0.225388883,0.166666667,0,0,0,0.378431373
0.933796756,0.057928105,0.5,0,0,0,0.068627451
0.933796756,0.11596913,0.5,0,0,0,0.128431373
0.933796756,0.170735467,0.5,0,0,0,0.170588235
0.933796756,0.225388883,0.5,0,0,0,0.200980392
0.933796756,0.057589344,1,0,0,0,0.042647059
0.933796756,0.118340456,1,0,0,0,0.068137255
0.933796756,0.172655112,1,0,0,0,0.088235294
0.933796756,0.224259681,1,0,0,0,0.101470588
0.655412115,0.14002115,0.042440079,0.749938741,0.047425912,0.009179708,0.460784314
0.655412115,0.13618186,0.042440079,0.749938741,0.047425912,0.009179708,0.465686275
0.655412115,0.13222965,0.042440079,0.749938741,0.047425912,0.009179708,0.495098039
0.655412115,0.126470716,0.042440079,0.749938741,0.047425912,0.009179708,0.495098039
0.655412115,0.104677102,0.042440079,0.749938741,0.047425912,0.009179708,0.490196078
0.655412115,0.101176573,0.042440079,0.749938741,0.047425912,0.009179708,0.480392157
0.655412115,0.094175515,0.042440079,0.749938741,0.047425912,0.009179708,0.480392157
0.655412115,0.087513219,0.042440079,0.749938741,0.047425912,0.009179708,0.480392157
0.655412115,0.079382958,0.042440079,0.749938741,0.047425912,0.009179708,0.485294118
0.655412115,0.079382958,0.042440079,0.749938741,0.047425912,0.009179708,0.504901961
0.655412115,0.076221191,0.042440079,0.749938741,0.047425912,0.009179708,0.495098039
0.655412115,0.074640307,0.042440079,0.749938741,0.047425912,0.009179708,0.490196078
0.655412115,0.074301546,0.042440079,0.749938741,0.047425912,0.009179708,0.490196078
0.655412115,0.07193022,0.042440079,0.749938741,0.047425912,0.009179708,0.490196078
0.655412115,0.070801017,0.042440079,0.749938741,0.047425912,0.009179708,0.480392157
0.655412115,0.068881372,0.042440079,0.749938741,0.047425912,0.009179708,0.490196078
0.655412115,0.062219076,0.042440079,0.749938741,0.047425912,0.009179708,0.475490196
0.655412115,0.061428634,0.042440079,0.749938741,0.047425912,0.009179708,0.441176471
0.655412115,0.054879257,0.042440079,0.749938741,0.047425912,0.009179708,0.455882353
0.655412115,0.054427576,0.042440079,0.749938741,0.047425912,0.009179708,0.357843137
0.655412115,0.05216917,0.042440079,0.749938741,0.047425912,0.009179708,0.37745098
0.655412115,0.051378728,0.042440079,0.749938741,0.047425912,0.009179708,0.352941176
0.655412115,0.047087758,0.042440079,0.749938741,0.047425912,0.009179708,0.352941176
0.655412115,0.044716432,0.042440079,0.749938741,0.047425912,0.009179708,0.37745098
0.655412115,0.038957497,0.042440079,0.749938741,0.047425912,0.009179708,0.367647059
0.655412115,0.038957497,0.042440079,0.749938741,0.047425912,0.009179708,0.362745098
0.655412115,0.031165998,0.042440079,0.749938741,0.047425912,0.009179708,0.318627451
0.655412115,0.031165998,0.042440079,0.749938741,0.047425912,0.009179708,0.323529412
0.655412115,0.023374498,0.042440079,0.749938741,0.047425912,0.009179708,0.259803922
0.655412115,0.023148658,0.042440079,0.749938741,0.047425912,0.009179708,0.259803922
0.655412115,0.01592176,0.042440079,0.749938741,0.047425912,0.009179708,0.230392157
0.655412115,0.015582999,0.042440079,0.749938741,0.047425912,0.009179708,0.200980392
0.655412115,0.007791499,0.042440079,0.749938741,0.047425912,0.009179708,0.147058824
0.655412115,0.007791499,0.042440079,0.749938741,0.047425912,0.009179708,0.142156863
0.655412115,0.159443439,0.056586772,1,0.063234549,0.012267619,0.441176471
0.655412115,0.147812649,0.056586772,1,0.063234549,0.012267619,0.450980392
0.655412115,0.144763802,0.056586772,1,0.063234549,0.012267619,0.441176471
0.655412115,0.126470716,0.056586772,1,0.063234549,0.012267619,0.446078431
0.655412115,0.112807362,0.056586772,1,0.063234549,0.012267619,0.446078431
0.655412115,0.105015862,0.056586772,1,0.063234549,0.012267619,0.426470588
0.655412115,0.091465429,0.056586772,1,0.063234549,0.012267619,0.5
0.655412115,0.091465429,0.056586772,1,0.063234549,0.012267619,0.43627451
0.655412115,0.090674987,0.056586772,1,0.063234549,0.012267619,0.446078431
0.655412115,0.085593574,0.056586772,1,0.063234549,0.012267619,0.460784314
0.655412115,0.0801734,0.056586772,1,0.063234549,0.012267619,0.446078431
0.655412115,0.077802074,0.056586772,1,0.063234549,0.012267619,0.455882353
0.655412115,0.076221191,0.056586772,1,0.063234549,0.012267619,0.431372549
0.655412115,0.07588243,0.056586772,1,0.063234549,0.012267619,0.455882353
0.655412115,0.073511104,0.056586772,1,0.063234549,0.012267619,0.450980392
0.655412115,0.072381901,0.056586772,1,0.063234549,0.012267619,0.43627451
0.655412115,0.07193022,0.056586772,1,0.063234549,0.012267619,0.441176471
0.655412115,0.070010575,0.056586772,1,0.063234549,0.012267619,0.446078431
0.655412115,0.069671814,0.056586772,1,0.063234549,0.012267619,0.446078431
0.655412115,0.066171285,0.056586772,1,0.063234549,0.012267619,0.431372549
0.655412115,0.060638192,0.056586772,1,0.063234549,0.012267619,0.431372549
0.655412115,0.060638192,0.056586772,1,0.063234549,0.012267619,0.426470588
0.655412115,0.054879257,0.056586772,1,0.063234549,0.012267619,0.406862745
0.655412115,0.054427576,0.056586772,1,0.063234549,0.012267619,0.392156863
0.655412115,0.054427576,0.056586772,1,0.063234549,0.012267619,0.406862745
0.655412115,0.048216961,0.056586772,1,0.063234549,0.012267619,0.215686275
0.655412115,0.046636077,0.056586772,1,0.063234549,0.012267619,0.382352941
0.655412115,0.046636077,0.056586772,1,0.063234549,0.012267619,0.37745098
0.655412115,0.046297316,0.056586772,1,0.063234549,0.012267619,0.362745098
0.655412115,0.045506874,0.056586772,1,0.063234549,0.012267619,0.387254902
0.655412115,0.042796787,0.056586772,1,0.063234549,0.012267619,0.289215686
0.655412115,0.040877142,0.056586772,1,0.063234549,0.012267619,0.343137255
0.655412115,0.039635019,0.056586772,1,0.063234549,0.012267619,0.31372549
0.655412115,0.038957497,0.056586772,1,0.063234549,0.012267619,0.31372549
0.655412115,0.038957497,0.056586772,1,0.063234549,0.012267619,0.357843137
0.655412115,0.038957497,0.056586772,1,0.063234549,0.012267619,0.367647059
0.655412115,0.038505816,0.056586772,1,0.063234549,0.012267619,0.343137255
0.655412115,0.032295201,0.056586772,1,0.063234549,0.012267619,0.289215686
0.655412115,0.03184352,0.056586772,1,0.063234549,0.012267619,0.294117647
0.655412115,0.031165998,0.056586772,1,0.063234549,0.012267619,0.274509804
0.655412115,0.031165998,0.056586772,1,0.063234549,0.012267619,0.31372549
0.655412115,0.027213788,0.056586772,1,0.063234549,0.012267619,0.264705882
0.655412115,0.023374498,0.056586772,1,0.063234549,0.012267619,0.245098039
0.655412115,0.019422289,0.056586772,1,0.063234549,0.012267619,0.220588235
0.655412115,0.017502644,0.056586772,1,0.063234549,0.012267619,0.196078431
0.655412115,0.017163883,0.056586772,1,0.063234549,0.012267619,0.181372549
0.655412115,0.011292028,0.056586772,1,0.063234549,0.012267619,0.142156863
0.655412115,0.005871855,0.056586772,1,0.063234549,0.012267619,0.107843137
0.736290412,0.022809897,0.016666667,0,0,0,0.142156863
0.739600574,0.050475366,0.016666667,0,0,0,0.318627451
0.757254772,0.032972722,0.166666667,0,0,0,0.18627451
0.72680128,0.081867205,0.166666667,0,0,0,0.397058824
0.71278826,0.169380423,0.0555,0,0,0,0.53627451
0.71278826,0.169380423,0.111166667,0,0,0,0.473039216
0.71278826,0.169380423,0.166666667,0,0,0,0.418137255
0.71278826,0.169380423,0.222166667,0,0,0,0.365686275
0.71278826,0.169380423,0.277833333,0,0,0,0.325
0.71278826,0.169380423,0.333333333,0,0,0,0.302941176
0.823127,0.169380423,0.0555,0,0,0,0.440196078
0.823127,0.169380423,0.111166667,0,0,0,0.380882353
0.823127,0.169380423,0.166666667,0,0,0,0.334803922
0.823127,0.169380423,0.222166667,0,0,0,0.300980392
0.823127,0.169380423,0.111166667,0,0,0,0.266666667
0.823127,0.169380423,0.333333333,0,0,0,0.240686275
0.93346574,0.169380423,0.0555,0,0,0,0.424509804
0.93346574,0.169380423,0.111166667,0,0,0,0.354411765
0.93346574,0.169380423,0.166666667,0,0,0,0.309803922
0.93346574,0.169380423,0.222166667,0,0,0,0.269607843
0.93346574,0.169380423,0.277833333,0,0,0,0.240196078
0.93346574,0.169380423,0.333333333,0,0,0,0.216666667
0.71278826,0.169380423,0,0,0,0.1,0.575490196
0.71278826,0.169380423,0,0,0,0.2,0.545098039
0.71278826,0.169380423,0,0,0,0.4,0.492647059
0.71278826,0.169380423,0,0,0,0.6,0.455392157
0.71278826,0.169380423,0,0,0,0.8,0.431372549
0.71278826,0.169380423,0,0,0,0.9,0.419117647
0.823127,0.169380423,0,0,0,0.1,0.46127451
0.823127,0.169380423,0,0,0,0.2,0.43872549
0.823127,0.169380423,0,0,0,0.4,0.394607843
0.823127,0.169380423,0,0,0,0.6,0.362745098
0.823127,0.169380423,0,0,0,0.8,0.334803922
0.823127,0.169380423,0,0,0,0.9,0.322058824
0.93346574,0.169380423,0,0,0,0.1,0.431862745
0.93346574,0.169380423,0,0,0,0.2,0.4
0.93346574,0.169380423,0,0,0,0.4,0.354901961
0.93346574,0.169380423,0,0,0,0.6,0.319117647
0.93346574,0.169380423,0,0,0,0.8,0.290686275
0.93346574,0.169380423,0,0,0,0.9,0.276960784
0.680017654,0.023194955,0.026402352,0.215398162,0.315827794,0,0.216108234
0.680017654,0.042460285,0.026402352,0.215398162,0.315827794,0,0.330555009
0.680017654,0.068299833,0.026402352,0.215398162,0.315827794,0,0.456063851
0.680017654,0.090709992,0.026402352,0.215398162,0.315827794,0,0.519860167
0.680017654,0.113597804,0.026402352,0.215398162,0.315827794,0,0.537580355
0.680017654,0.136227028,0.026402352,0.215398162,0.315827794,0,0.548692052
0.680017654,0.159590235,0.026402352,0.215398162,0.315827794,0,0.557589279
0.680017654,0.178820559,0.026402352,0.215398162,0.315827794,0,0.559812631
0.680017654,0.026837763,0.055559394,0.453269901,0.664607496,0,0.193075105
0.680017654,0.049022082,0.055559394,0.453269901,0.664607496,0,0.302788093
0.680017654,0.071681795,0.055559394,0.453269901,0.664607496,0,0.382156193
0.680017654,0.094327958,0.055559394,0.453269901,0.664607496,0,0.421168829
0.680017654,0.114535042,0.055559394,0.453269901,0.664607496,0,0.447320359
0.680017654,0.12816452,0.055559394,0.453269901,0.664607496,0,0.449514037
0.680017654,0.15031948,0.055559394,0.453269901,0.664607496,0,0.460446587
0.680017654,0.177081587,0.055559394,0.453269901,0.664607496,0,0.461255884
0.680017654,0.023900707,0.083597303,0.682011418,1,0,0.145218739
0.680017654,0.045593822,0.083597303,0.682011418,1,0,0.243455505
0.680017654,0.068251277,0.083597303,0.682011418,1,0,0.315588679
0.680017654,0.079212449,0.083597303,0.682011418,1,0,0.343406002
0.680017654,0.102339652,0.083597303,0.682011418,1,0,0.364904283
0.680017654,0.124968876,0.083597303,0.682011418,1,0,0.370902082
0.680017654,0.153210239,0.083597303,0.682011418,1,0,0.377844319
0.680017654,0.175602331,0.083597303,0.682011418,1,0,0.386483221
0.702085402,0.022940885,0.026402352,0.215398162,0.315827794,0,0.181501514
0.702085402,0.045881769,0.026402352,0.215398162,0.315827794,0,0.301930254
0.702085402,0.069077853,0.026402352,0.215398162,0.315827794,0,0.400679113
0.702085402,0.091508338,0.026402352,0.215398162,0.315827794,0,0.46426456
0.702085402,0.11368814,0.026402352,0.215398162,0.315827794,0,0.501378665
0.702085402,0.136881966,0.026402352,0.215398162,0.315827794,0,0.516444532
0.702085402,0.159567651,0.026402352,0.215398162,0.315827794,0,0.526587499
0.702085402,0.178425338,0.026402352,0.215398162,0.315827794,0,0.531745082
0.702085402,0.029312976,0.055559394,0.453269901,0.664607496,0,0.180351206
0.702085402,0.05199979,0.055559394,0.453269901,0.664607496,0,0.268749824
0.702085402,0.073921004,0.055559394,0.453269901,0.664607496,0,0.342861586
0.702085402,0.096861889,0.055559394,0.453269901,0.664607496,0,0.388868648
0.702085402,0.115720705,0.055559394,0.453269901,0.664607496,0,0.406025053
0.702085402,0.130038997,0.055559394,0.453269901,0.664607496,0,0.423208603
0.702085402,0.153707088,0.055559394,0.453269901,0.664607496,0,0.425873391
0.702085402,0.175624915,0.055559394,0.453269901,0.664607496,0,0.433418279
0.702085402,0.023705355,0.083597303,0.682011418,1,0,0.116589279
0.702085402,0.046136969,0.083597303,0.682011418,1,0,0.205111357
0.702085402,0.068567454,0.083597303,0.682011418,1,0,0.266553979
0.702085402,0.091254268,0.083597303,0.682011418,1,0,0.302412038
0.702085402,0.11368814,0.083597303,0.682011418,1,0,0.343287646
0.702085402,0.147078668,0.083597303,0.682011418,1,0,0.353249891
0.702085402,0.158799793,0.083597303,0.682011418,1,0,0.362991912
0.702085402,0.174348916,0.083597303,0.682011418,1,0,0.37279805
0.72415315,0.023813758,0.026402352,0.215398162,0.315827794,0,0.144498656
0.72415315,0.046339096,0.026402352,0.215398162,0.315827794,0,0.262001465
0.72415315,0.068597942,0.026402352,0.215398162,0.315827794,0,0.350713269
0.72415315,0.090844367,0.026402352,0.215398162,0.315827794,0,0.409232602
0.72415315,0.114105945,0.026402352,0.215398162,0.315827794,0,0.453505769
0.72415315,0.136351241,0.026402352,0.215398162,0.315827794,0,0.48533268
0.72415315,0.159601527,0.026402352,0.215398162,0.315827794,0,0.491728761
0.72415315,0.178244666,0.026402352,0.215398162,0.315827794,0,0.500247558
0.72415315,0.027132485,0.055559394,0.453269901,0.664607496,0,0.138490119
0.72415315,0.049136132,0.055559394,0.453269901,0.664607496,0,0.227312011
0.72415315,0.072153802,0.055559394,0.453269901,0.664607496,0,0.294849189
0.72415315,0.094399098,0.055559394,0.453269901,0.664607496,0,0.346555158
0.72415315,0.117403217,0.055559394,0.453269901,0.664607496,0,0.375725299
0.72415315,0.134273508,0.055559394,0.453269901,0.664607496,0,0.38826027
0.72415315,0.153695796,0.055559394,0.453269901,0.664607496,0,0.405032032
0.72415315,0.176426649,0.055559394,0.453269901,0.664607496,0,0.41820644
0.72415315,0.023288679,0.083597303,0.682011418,1,0,0.106530038
0.72415315,0.040425461,0.083597303,0.682011418,1,0,0.160568051
0.72415315,0.063442002,0.083597303,0.682011418,1,0,0.225282802
0.72415315,0.082360666,0.083597303,0.682011418,1,0,0.259959851
0.72415315,0.108181018,0.083597303,0.682011418,1,0,0.309290696
0.72415315,0.130671351,0.083597303,0.682011418,1,0,0.327886748
0.72415315,0.154429778,0.083597303,0.682011418,1,0,0.340329548
0.72415315,0.17615564,0.083597303,0.682011418,1,0,0.344483151
0.702085402,0.023581143,0.083431783,0,0.998020033,0,0.157817903
0.702085402,0.045616406,0.083431783,0,0.998020033,0,0.264837605
0.702085402,0.068396944,0.083431783,0,0.998020033,0,0.347869791
0.702085402,0.091156027,0.083431783,0,0.998020033,0,0.391756335
0.702085402,0.113530052,0.083431783,0,0.998020033,0,0.425861385
0.702085402,0.136656126,0.083431783,0,0.998020033,0,0.43780797
0.702085402,0.159770907,0.083431783,0,0.998020033,0,0.447742156
0.702085402,0.180232062,0.083431783,0,0.998020033,0,0.455689721
0.702085402,0.029273454,0.055559394,0.453269901,0.664607496,0,0.173247486
0.702085402,0.050921401,0.055559394,0.453269901,0.664607496,0,0.264790908
0.702085402,0.074457376,0.055559394,0.453269901,0.664607496,0,0.343832102
0.702085402,0.097219846,0.055559394,0.453269901,0.664607496,0,0.393714102
0.702085402,0.11541582,0.055559394,0.453269901,0.664607496,0,0.407652542
0.702085402,0.132850712,0.055559394,0.453269901,0.664607496,0,0.421636714
0.702085402,0.154079725,0.055559394,0.453269901,0.664607496,0,0.423472626
0.702085402,0.175681375,0.055559394,0.453269901,0.664607496,0,0.431374901
0.702085402,0.028886137,0.083431783,0.680661058,0,0,0.159708486
0.702085402,0.052052863,0.083431783,0.680661058,0,0,0.254946419
0.702085402,0.074827754,0.083431783,0.680661058,0,0,0.327886748
0.702085402,0.097206296,0.083431783,0.680661058,0,0,0.367613572
0.702085402,0.120711782,0.083431783,0.680661058,0,0,0.391493758
0.702085402,0.141172937,0.083431783,0.680661058,0,0,0.396974544
0.702085402,0.162774587,0.083431783,0.680661058,0,0,0.399173098
0.702085402,0.180593407,0.083431783,0.680661058,0,0,0.409088942
0.702085402,0.023988785,0.166863566,0,0,0,0.127153039
0.702085402,0.046428303,0.166863566,0,0,0,0.229237531
0.702085402,0.068844108,0.166863566,0,0,0,0.292819257
0.702085402,0.092002929,0.166863566,0,0,0,0.346851221
0.702085402,0.114376954,0.166863566,0,0,0,0.387580394
0.702085402,0.136746462,0.166863566,0,0,0,0.395780029
0.702085402,0.159104678,0.166863566,0,0,0,0.397022329
0.702085402,0.179193196,0.166863566,0,0,0,0.406503679
0.72415315,0.077802074,0.316666667,0,0,0,0.191815791
0.72415315,0.155717069,0.316666667,0,0,0,0.260978476
0.72415315,0.233519144,0.316666667,0,0,0,0.283184332
0.768288646,0.077802074,0.316666667,0,0,0,0.172512602
0.768288646,0.155717069,0.316666667,0,0,0,0.244347611
0.768288646,0.233519144,0.316666667,0,0,0,0.272076918
0.776012358,0.155717069,0.316666667,0,0,0,0.241577757
0.812424142,0.155717069,0.316666667,0,0,0,0.227736869
0.812424142,0.233519144,0.316666667,0,0,0,0.263752247
0.827871566,0.077802074,0.316666667,0,0,0,0.158741252
0.827871566,0.233519144,0.316666667,0,0,0,0.263752247
0.72415315,0.077802074,0.8,0,0,0,0.087352938
0.72415315,0.155717069,0.8,0,0,0,0.133987696
0.72415315,0.233519144,0.8,0,0,0,0.13673588
0.768288646,0.155717069,0.8,0,0,0,0.112022095
0.768288646,0.233519144,0.8,0,0,0,0.125746458
0.776012358,0.077802074,0.8,0,0,0,0.081876951
0.776012358,0.233519144,0.8,0,0,0,0.123000483
0.812424142,0.077802074,0.8,0,0,0,0.070931566
0.812424142,0.155717069,0.8,0,0,0,0.106536208
0.812424142,0.233519144,0.8,0,0,0,0.123000483
0.827871566,0.155717069,0.8,0,0,0,0.10379409
0.683371952,0.017276803,0.166666667,0,0,0,0.123000483
0.68251131,0.045281033,0.166666667,0,0,0,0.285962588
0.68251131,0.086609856,0.166666667,0,0,0,0.445256719
0.76060907,0.029133433,0.166666667,0,0,0,0.109278876
0.759902902,0.082431806,0.166666667,0,0,0,0.269301467
0.761226967,0.350278715,0.166666667,0,0,0,0.417177019
0.826878517,0.035344048,0.166666667,0,0,0,0.10379409
0.826878517,0.113146123,0.166666667,0,0,0,0.255432616
0.827275737,0.422096015,0.166666667,0,0,0,0.445256719
0.935959395,0.049572004,0.166666667,0,0,0,0.106536208
0.935893192,0.1441992,0.166666667,0,0,0,0.27485293
0.936621428,0.302852197,0.166666667,0,0,0,0.436826817
0.683239545,0.030827237,0.5,0,0,0,0.098311506
0.683283681,0.074414466,0.5,0,0,0,0.21390993
0.68319541,0.293592734,0.5,0,0,0,0.222204421
0.760895951,0.044377671,0.5,0,0,0,0.087352938
0.761226967,0.157072113,0.5,0,0,0,0.186297818
0.761513848,0.388784532,0.5,0,0,0,0.21390993
0.826768178,0.067639249,0.5,0,0,0,0.098311506
0.827099195,0.177510684,0.5,0,0,0,0.175268535
0.827099195,0.377718344,0.5,0,0,0,0.211146215
0.936555225,0.093610914,0.5,0,0,0,0.10379409
0.936533157,0.306126885,0.5,0,0,0,0.222204421
0.936511089,0.428984152,0.5,0,0,0,0.247118023
0.683438155,0.051265808,0.833333333,0,0,0,0.08461467
0.683526426,0.259716649,0.833333333,0,0,0,0.125746458
0.679686638,0.273831684,0.833333333,0,0,0,0.133987696
0.760719409,0.069107213,0.833333333,0,0,0,0.073667089
0.760675273,0.16418609,0.833333333,0,0,0,0.098311506
0.761249035,0.389800814,0.833333333,0,0,0,0.139484616
0.826922653,0.085932335,0.833333333,0,0,0,0.073667089
0.826922653,0.190948197,0.833333333,0,0,0,0.109278876
0.826922653,0.386751967,0.833333333,0,0,0,0.131240065
0.936621428,0.052395011,0.833333333,0,0,0,0.038148023
0.93659936,0.118905057,0.833333333,0,0,0,0.065462165
0.93708485,0.33209855,0.833333333,0,0,0,0.131240065
0.683173342,0.014115035,0,0,0,0.2,0.10379409
0.683173342,0.0478782,0,0,0,0.2,0.29708123
0.6836809,0.087400298,0,0,0,0.2,0.484664328
0.758909853,0.023035738,0,0,0,0.2,0.092831122
0.761182831,0.345310223,0,0,0,0.2,0.422788396
0.825863401,0.029810955,0,0,0,0.2,0.079139782
0.825819265,0.115743289,0,0,0,0.2,0.27485293
0.82734194,0.394430546,0,0,0,0.2,0.445256719
0.935738718,0.044603511,0,0,0,0.2,0.095571039
0.935562176,0.142618316,0,0,0,0.2,0.269301467
0.937062783,0.222904637,0,0,0,0.2,0.361188332
0.937062783,0.320354841,0,0,0,0.2,0.445256719
0.684100188,0.03206936,0,0,0,0.6,0.098311506
0.683901578,0.067752169,0,0,0,0.6,0.178025023
0.683901578,0.126470716,0,0,0,0.6,0.216674203
0.683901578,0.233970825,0,0,0,0.6,0.252660526
0.761469712,0.045732714,0,0,0,0.6,0.087352938
0.76129317,0.14815141,0,0,0,0.6,0.186297818
0.761359373,0.352875882,0,0,0,0.6,0.219439033
0.827187466,0.05589554,0,0,0,0.6,0.090091755
0.827319872,0.171187148,0,0,0,0.6,0.175268535
0.827165398,0.296867422,0,0,0,0.6,0.219439033
0.936996579,0.085819414,0,0,0,0.6,0.090091755
0.937106918,0.216806942,0,0,0,0.6,0.172512602
0.937173121,0.358070215,0,0,0,0.6,0.216674203
0.68339402,0.039522099,0,0,0,1,0.073667089
0.683526426,0.101628254,0,0,0,1,0.133987696
0.683040936,0.350278715,0,0,0,1,0.153236589
0.760631138,0.065493764,0,0,0,1,0.076403161
0.760631138,0.067752169,0,0,0,1,0.076403161
0.760631138,0.147812649,0,0,0,1,0.101052523
0.760631138,0.352311281,0,0,0,1,0.128492986
0.826922653,0.085254813,0,0,0,1,0.070931566
0.826834382,0.17615564,0,0,0,1,0.10379409
0.827584685,0.232389941,0,0,0,1,0.112022095
0.936533157,0.053072533,0,0,0,1,0.035419618
0.93640075,0.116759572,0,0,0,1,0.062728287
0.936753834,0.182705017,0,0,0,1,0.095571039
0.680017654,0.023261578,0.026352426,0.214990849,0.315230572,0,0.208786175
0.680017654,0.042796787,0.026352426,0.214990849,0.315230572,0,0.333838909
0.680017654,0.068542611,0.026352426,0.214990849,0.315230572,0,0.455641448
0.680017654,0.090900827,0.026352426,0.214990849,0.315230572,0,0.519957786
0.680017654,0.113597804,0.026352426,0.214990849,0.315230572,0,0.538290284
0.680017654,0.13618186,0.026352426,0.214990849,0.315230572,0,0.544413935
0.680017654,0.158878837,0.026352426,0.214990849,0.315230572,0,0.556680527
0.680017654,0.178865727,0.026352426,0.214990849,0.315230572,0,0.559136938
0.680017654,0.026762107,0.055633549,0.45387488,0.665494547,0,0.192625539
0.680017654,0.049120323,0.055633549,0.45387488,0.665494547,0,0.302024258
0.680017654,0.07204314,0.055633549,0.45387488,0.665494547,0,0.386065873
0.680017654,0.094627197,0.055633549,0.45387488,0.665494547,0,0.427950858
0.680017654,0.012985832,0.055633549,0.45387488,0.665494547,0,0.447199852
0.680017654,0.128390361,0.055633549,0.45387488,0.665494547,0,0.448405041
0.680017654,0.150183975,0.055633549,0.45387488,0.665494547,0,0.460470743
0.680017654,0.177059003,0.055633549,0.45387488,0.665494547,0,0.464095356
0.680017654,0.015131318,0.083529818,0.681460856,0.999192737,0,0.101154992
0.680017654,0.023487419,0.083529818,0.681460856,0.999192737,0,0.143275868
0.680017654,0.033876085,0.083529818,0.681460856,0.999192737,0,0.191472969
0.680017654,0.045958555,0.083529818,0.681460856,0.999192737,0,0.242408854
0.680017654,0.057363503,0.083529818,0.681460856,0.999192737,0,0.277401262
0.680017654,0.06820385,0.083529818,0.681460856,0.999192737,0,0.313786866
0.680017654,0.079382958,0.083529818,0.681460856,0.999192737,0,0.340932876
0.680017654,0.102305776,0.083529818,0.681460856,0.999192737,0,0.359893085
0.680017654,0.125002752,0.083529818,0.681460856,0.999192737,0,0.369396696
0.680017654,0.153571584,0.083529818,0.681460856,0.999192737,0,0.37891603
0.680017654,0.175703959,0.083529818,0.681460856,0.999192737,0,0.386065873
0.702085402,0.023487419,0.026352426,0.214990849,0.315230572,0,0.175361577
0.702085402,0.046071475,0.026352426,0.214990849,0.315230572,0,0.297325977
0.702085402,0.068881372,0.026352426,0.214990849,0.315230572,0,0.395612816
0.702085402,0.091239588,0.026352426,0.214990849,0.315230572,0,0.460470743
0.702085402,0.113823644,0.026352426,0.214990849,0.315230572,0,0.493174012
0.702085402,0.13618186,0.026352426,0.214990849,0.315230572,0,0.506550498
0.702085402,0.158765917,0.026352426,0.214990849,0.315230572,0,0.519957786
0.702085402,0.178865727,0.026352426,0.214990849,0.315230572,0,0.528505783
0.702085402,0.029133433,0.055633549,0.45387488,0.665494547,0,0.174212516
0.702085402,0.051265808,0.055633549,0.45387488,0.665494547,0,0.265713241
0.702085402,0.073962785,0.055633549,0.45387488,0.665494547,0,0.343299482
0.702085402,0.096998522,0.055633549,0.45387488,0.665494547,0,0.388451127
0.702085402,0.115743289,0.055633549,0.45387488,0.665494547,0,0.406372053
0.702085402,0.13222965,0.055633549,0.45387488,0.665494547,0,0.419549521
0.702085402,0.153684504,0.055633549,0.45387488,0.665494547,0,0.426749919
0.702085402,0.175816879,0.055633549,0.45387488,0.665494547,0,0.43155517
0.702085402,0.023374498,0.083529818,0.681460856,0.999192737,0,0.119330765
0.702085402,0.045845635,0.083529818,0.681460856,0.999192737,0,0.205319302
0.702085402,0.068542611,0.083529818,0.681460856,0.999192737,0,0.270385576
0.702085402,0.091239588,0.083529818,0.681460856,0.999192737,0,0.305550502
0.702085402,0.113710724,0.083529818,0.681460856,0.999192737,0,0.337384796
0.702085402,0.147248048,0.083529818,0.681460856,0.999192737,0,0.353961295
0.702085402,0.158314236,0.083529818,0.681460856,0.999192737,0,0.358706237
0.702085402,0.174574756,0.083529818,0.681460856,0.999192737,0,0.365831001
0.72415315,0.023487419,0.026352426,0.214990849,0.315230572,0,0.139848904
0.72415315,0.046184395,0.026352426,0.214990849,0.315230572,0,0.256380043
0.72415315,0.068768452,0.026352426,0.214990849,0.315230572,0,0.348035622
0.72415315,0.090900827,0.026352426,0.214990849,0.315230572,0,0.406372053
0.72415315,0.113936565,0.026352426,0.214990849,0.315230572,0,0.449610482
0.72415315,0.13618186,0.026352426,0.214990849,0.315230572,0,0.478616487
0.72415315,0.158991757,0.026352426,0.214990849,0.315230572,0,0.490745225
0.72415315,0.178978647,0.026352426,0.214990849,0.315230572,0,0.496819096
0.72415315,0.026536266,0.055633549,0.45387488,0.665494547,0,0.137565418
0.72415315,0.049797844,0.055633549,0.45387488,0.665494547,0,0.228471884
0.72415315,0.072607741,0.055633549,0.45387488,0.665494547,0,0.294978284
0.72415315,0.095078878,0.055633549,0.45387488,0.665494547,0,0.345667064
0.72415315,0.117550014,0.055633549,0.45387488,0.665494547,0,0.37891603
0.72415315,0.133810534,0.055633549,0.45387488,0.665494547,0,0.387258376
0.72415315,0.153571584,0.055633549,0.45387488,0.665494547,0,0.403979377
0.72415315,0.17615564,0.055633549,0.45387488,0.665494547,0,0.413556036
0.72415315,0.023261578,0.083529818,0.681460856,0.999192737,0,0.103423753
0.72415315,0.040538381,0.083529818,0.681460856,0.999192737,0,0.160441973
0.72415315,0.063235358,0.083529818,0.681460856,0.999192737,0,0.224992974
0.72415315,0.082431806,0.083529818,0.681460856,0.999192737,0,0.259878202
0.72415315,0.10795179,0.083529818,0.681460856,0.999192737,0,0.30790254
0.72415315,0.130422926,0.083529818,0.681460856,0.999192737,0,0.325573687
